,Parent,Code,Accounts for New T&Q,Account_Name,Account Code,State,Zip_Code,Territory,Cluster,Sub-Region,Named_Account,test,Named-Account Override,Region,City,Fortune_Number,Fortune,Industry,Employees,PYSales,Annual_Revenue_(M),Wallet_Share,Sub-Territory,Segment,New Industry,New Segment,Revenue Band
BBL Construction,Total Accounts,1579,true,BBL Construction,1579,NY,12203,NY,New York Cluster #1,New York,false,false,false,USA,Albany,0,false,Manufacturing - Durables,3437,64291,35.8,0.22,South,Mid Market,Manufacturing,Mid Market,$0 - $50M
BBDO Worldwide,Total Accounts,1578,true,BBDO Worldwide,1578,NY,10019,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Professional Services,1026,129963,279.1,0.85,South,Enterprise,Services,Enterprise,"$100 - $1,000M"
BBCN Bank,Total Accounts,1577,true,BBCN Bank,1577,CA,90010,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Los Angeles,0,false,Banking,1464,366442,168.2,0.77,South,Enterprise,Banking,Enterprise,"$100 - $1,000M"
BBB Industries,Total Accounts,1576,true,BBB Industries,1576,AL,36619,AL,Southeast Cluster #1,Southeast,false,false,false,USA,Mobile,0,false,Manufacturing - Durables,1999,172224,124.8,0.62,East,Enterprise,Manufacturing,Enterprise,"$100 - $1,000M"
BBA Aviation USA,Total Accounts,1575,true,BBA Aviation USA,1575,TX,76051,TX West,Texas Cluster #1,Texas,false,false,false,USA,Grapevine,0,false,Services,1734,157948,3500,0.78,South,Enterprise,Services,Enterprise,"$1,000 - $5,000M"
BB&T Scott & Stringfellow,Total Accounts,1574,true,BB&T Scott & Stringfellow,1574,VA,23219,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Richmond,0,false,Financial Services,1830,92179,75.2,0.52,West,Mid Market,Finance,Mid Market,$50 - $100M
BB&T,Total Accounts,1573,true,BB&T,1573,NC,27101,NC,Atlantic Coast Cluster #2,Atlantic Coast,false,false,false,USA,Winston-Salem,269,true,Banking,1368,160769,10444,0.34,West,Enterprise,Banking,Enterprise,"$5,000 - $15,000M"
Bazaarvoice,Total Accounts,1572,true,Bazaarvoice,1572,TX,78746,TX West,Texas Cluster #1,Texas,false,false,false,USA,Austin,0,false,IT Services,1823,115178,160.3,0.5,West,Enterprise,Technology,Enterprise,"$100 - $1,000M"
Bayview Asset Management,Total Accounts,1571,true,Bayview Asset Management,1571,FL,33146,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Coral Gables,0,false,Financial Services,4390,95973,237.4,0.71,South,Enterprise,Finance,Enterprise,"$100 - $1,000M"
Baystate Health,Total Accounts,1570,true,Baystate Health,1570,MA,01106,MA,NE Cluster #3,Northeast,false,false,false,USA,Springfield,0,false,Hospitals / Health Care,3140,54512,1654,0.16,West,Mid Market,Healthcare,Mid Market,"$1,000 - $5,000M"
Bayonne Medical Center,Total Accounts,1569,true,Bayonne Medical Center,1569,NY,07002,NY,New York Cluster #1,New York,false,false,false,USA,Bayonne,0,false,Hospitals / Health Care,3626,47050,98.17,0.04,South,Mid Market,Healthcare,Mid Market,$50 - $100M
Baylor University,Total Accounts,1568,true,Baylor University,1568,TX,76798,TX West,Texas Cluster #1,Texas,false,false,false,USA,Waco,0,false,Higher Education,2109,94124,1004,0.94,South,Enterprise,Education,Enterprise,"$1,000 - $5,000M"
Baylor Scott & White,Total Accounts,1567,true,Baylor Scott & White,1567,TX,76508,TX West,Texas Cluster #1,Texas,false,false,false,USA,Temple,0,false,Hospitals / Health Care,4465,11397,1450,0.02,South,Mid Market,Healthcare,Mid Market,"$1,000 - $5,000M"
Baylor Medical Center At Uptown,Total Accounts,1566,true,Baylor Medical Center At Uptown,1566,TX,75204,TX West,Texas Cluster #1,Texas,false,false,false,USA,Dallas,0,false,Hospitals / Health Care,4511,78355,1.4,0.75,West,Mid Market,Healthcare,Mid Market,$0 - $50M
Baylor Medical Center at Frisco,Total Accounts,1565,true,Baylor Medical Center at Frisco,1565,TX,75034,TX West,Texas Cluster #1,Texas,false,false,false,USA,Frisco,0,false,Hospitals / Health Care,99,86343,146.2,0.42,West,Mid Market,Healthcare,Mid Market,"$100 - $1,000M"
Baylor College of Medicine,Total Accounts,1564,true,Baylor College of Medicine,1564,TX,77030,TX West,Texas Cluster #1,Texas,false,false,false,USA,Houston,0,false,Hospitals / Health Care,3964,819073,1154,0.98,North,Enterprise,Healthcare,Enterprise,"$1,000 - $5,000M"
Baylake Bank,Total Accounts,1563,true,Baylake Bank,1563,WI,54235,WI,Midwest Cluster #2,Midwest,false,false,false,USA,Sturgeon Bay,0,false,Banking,2075,51682,44.57,0.98,South,Mid Market,Banking,Mid Market,$0 - $50M
Bayhealth Medical Center,Total Accounts,1562,true,Bayhealth Medical Center,1562,DE,19901,DE,Mid-Atlantic Cluster #1,Mid-Atlantic,false,false,false,USA,Dover,0,false,Hospitals / Health Care,3310,222745,490.3,0.76,South,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
"Bayfield County, WI",Total Accounts,1561,false,"Bayfield County, WI",1561,WI,54891,WI,Midwest Cluster #2,Midwest,false,false,false,USA,Washburn,0,false,Local,2831,102882,12.96,0.59,West,Mid Market,,Mid Market,$0 - $50M
Bayer Corporation,Total Accounts,1560,true,Bayer Corporation,1560,PA,15205,PA,NE Cluster #1,Northeast,false,true,false,USA,Pittsburgh,0,false,Pharmaceuticals,296,180820,9405,0.33,East,Mid Market,Healthcare,Mid Market,"$5,000 - $15,000M"
BayCare Health System,Total Accounts,1559,true,BayCare Health System,1559,FL,33764,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Clearwater,0,false,Hospitals / Health Care,2128,153377,2400,0.81,South,Enterprise,Healthcare,Enterprise,"$1,000 - $5,000M"
Bayada Home Health Care,Total Accounts,1558,true,Bayada Home Health Care,1558,NJ,08817,NJ,New York Cluster #2,New York,false,false,false,USA,Moorestown,0,false,Hospitals / Health Care,3120,236271,600,0.98,North,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
Bay State Savings Bank,Total Accounts,1557,true,Bay State Savings Bank,1557,MA,01601,MA,NE Cluster #3,Northeast,false,false,false,USA,Worcester,0,false,Banking,2394,59177,13.6,0.3,South,Mid Market,Banking,Mid Market,$0 - $50M
Bay Medical Center,Total Accounts,1556,true,Bay Medical Center,1556,FL,32401,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Panama City,0,false,Hospitals / Health Care,2962,87111,225.5,1,North,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
Bay Federal Credit Union,Total Accounts,1555,true,Bay Federal Credit Union,1555,CA,95010,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Capitola,0,false,Banking,2961,218236,25.78,0.85,West,Mid Market,Banking,Mid Market,$0 - $50M
Bay Equity,Total Accounts,1554,true,Bay Equity,1554,OR,97224,OR,Northwest Cluster #2,Northwest,false,false,false,USA,Portland,0,false,Financial Services,437,47970,2.2,0.67,South,Mid Market,Finance,Mid Market,$0 - $50M
Bay Electric Co.,Total Accounts,1553,true,Bay Electric Co.,1553,VA,23607,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Newport News,0,false,Services,2130,84022,55.75,0.58,West,Mid Market,Services,Mid Market,$50 - $100M
Bay Cove Human Services,Total Accounts,1552,true,Bay Cove Human Services,1552,MA,02108,MA,NE Cluster #3,Northeast,false,false,false,USA,Boston,0,false,Hospitals / Health Care,1465,0,62.6,0,South,Mid Market,Healthcare,Mid Market,$50 - $100M
Bay Bank & Trust,Total Accounts,1551,true,Bay Bank & Trust,1551,FL,32401,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Panama City,0,false,Banking,3572,49607,10,0.07,South,Mid Market,Banking,Mid Market,$0 - $50M
Bay Arenac ISD,Total Accounts,1550,false,Bay Arenac ISD,1550,MI,48706,MI,Rust Belt Cluster #2,Rust Belt,false,false,false,USA,Bay City,0,false,Local,516,141367,31.9,0.76,West,Mid Market,,Mid Market,$0 - $50M
Bay Area Hospital,Total Accounts,1549,true,Bay Area Hospital,1549,OR,97420,OR,Northwest Cluster #2,Northwest,false,false,false,USA,Coos Bay,0,false,Hospitals / Health Care,4450,93170,127.3,0.3,South,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
Bay Alarm,Total Accounts,1548,true,Bay Alarm,1548,CA,94553,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Pacheco,0,false,Consumer Products,1017,140267,45,0.42,North,Mid Market,Consumer,Mid Market,$0 - $50M
Baxter Regional Hospital,Total Accounts,1547,true,Baxter Regional Hospital,1547,AR,72653,AR,Southeast Cluster #2,Southeast,false,false,false,USA,Mountain Home,0,false,Hospitals / Health Care,3563,145926,290.6,0.86,South,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
Baxter International,Total Accounts,1546,true,Baxter International,1546,IL,60015,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Deerfield,189,true,Medical Devices,1551,86794,15259,0.12,North,Key Accounts,Healthcare,Enterprise,"$15,000"
Baxter Credit Union,Total Accounts,1545,true,Baxter Credit Union,1545,IL,60061,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Vernon Hills,0,false,Banking,827,128036,74.53,0.77,East,Mid Market,Banking,Mid Market,$50 - $100M
Bauer Hockey,Total Accounts,1544,true,Bauer Hockey,1544,MA,03833,MA,NE Cluster #3,Northeast,false,false,false,USA,Exeter,0,false,Retail,3176,124726,50,0.44,North,Mid Market,Consumer,Mid Market,$50 - $100M
Batterymarch Financial Management,Total Accounts,1543,true,Batterymarch Financial Management,1543,MA,02108,MA,NE Cluster #3,Northeast,false,false,false,USA,Boston,0,false,Financial Services,4751,91461,34.5,0.72,East,Mid Market,Finance,Mid Market,$0 - $50M
Battery Ventures,Total Accounts,1542,true,Battery Ventures,1542,MA,02893,MA,NE Cluster #3,Northeast,false,false,false,USA,Waltham,0,false,Financial Services,4821,78202,83.3,0.75,South,Mid Market,Finance,Mid Market,$50 - $100M
Battelle Memorial Institute,Total Accounts,1541,true,Battelle Memorial Institute,1541,OH,43201,OH,Midwest Cluster #2,Midwest,false,false,false,USA,Columbus,0,false,Services,3024,1183864,5229,0.93,East,Key Accounts,Services,Enterprise,"$5,000 - $15,000M"
Batson-Cook Construction,Total Accounts,1540,true,Batson-Cook Construction,1540,GA,31833,GA,Southeast Cluster #1,Southeast,false,false,false,USA,West Point,0,false,Services,2426,165900,41.6,0.58,West,Mid Market,Services,Mid Market,$0 - $50M
Baton Rouge General Medical Center,Total Accounts,1539,true,Baton Rouge General Medical Center,1539,LA,70806,LA,Southeast Cluster #2,Southeast,false,false,false,USA,Baton Rouge,0,false,Hospitals / Health Care,1139,110464,281,0.27,West,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
Bath Iron Works Corporation,Total Accounts,1538,true,Bath Iron Works Corporation,1538,ME,04530,ME,NE Cluster #1,Northeast,false,true,false,USA,Bath,0,false,Manufacturing - Durables,4219,23233,3450,0.02,South,Mid Market,Manufacturing,Mid Market,"$1,000 - $5,000M"
Batesville Casket Company,Total Accounts,1537,true,Batesville Casket Company,1537,IN,47006,IN,Midwest Cluster #1,Midwest,false,false,false,USA,Batesville,0,false,Consumer Products,1701,47926,192,0.04,West,Mid Market,Consumer,Mid Market,"$100 - $1,000M"
"Bates White, LLC",Total Accounts,1536,true,"Bates White, LLC",1536,VA,20005,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Washington,0,false,Financial Services,4516,155817,14.3,0.22,West,Mid Market,Finance,Mid Market,$0 - $50M
Bates County Memorial Hospital,Total Accounts,1535,true,Bates County Memorial Hospital,1535,MO,64730,MO,Plains Cluster #1,Plains,false,false,false,USA,Butler,0,false,Hospitals / Health Care,780,319215,31.25,0.89,North,Mid Market,Healthcare,Mid Market,$0 - $50M
Bates College,Total Accounts,1534,true,Bates College,1534,ME,04240,ME,NE Cluster #1,Northeast,false,false,false,USA,Lewiston,0,false,Higher Education,4982,137729,98.58,0.29,North,Key Accounts,Education,Enterprise,$50 - $100M
Bassett Healthcare,Total Accounts,1533,true,Bassett Healthcare,1533,NY,13326,NY,New York Cluster #1,New York,false,false,false,USA,Cooperstown,0,false,Hospitals / Health Care,2789,98244,325,0.38,West,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
Bassett Furniture,Total Accounts,1532,true,Bassett Furniture,1532,VA,24055,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Bassett,0,false,Consumer Products,714,192657,269.7,0.97,West,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
"Bass, Berry & Sims",Total Accounts,1531,true,"Bass, Berry & Sims",1531,TN,37201,TN,Rust Belt Cluster #1,Rust Belt,false,false,false,USA,Nashville,0,false,Legal Services,147,121116,30,0.67,North,Mid Market,Services,Mid Market,$0 - $50M
Bass Pro Shops,Total Accounts,1530,true,Bass Pro Shops,1530,MO,65898,MO,Plains Cluster #1,Plains,false,false,false,USA,Springfield,0,false,Retail,3525,113314,3300,0.11,East,Mid Market,Consumer,Mid Market,"$1,000 - $5,000M"
Basin Electric Power Cooperative,Total Accounts,1529,true,Basin Electric Power Cooperative,1529,ND,58503,ND,Northwest Cluster #1,Northwest,false,false,false,USA,Bismarck,0,false,Energy / Utilities,2310,83984,1197,0.68,South,Enterprise,Energy,Enterprise,"$1,000 - $5,000M"
Basic Industries,Total Accounts,1528,true,Basic Industries,1528,TX,78408,TX West,Texas Cluster #1,Texas,false,false,false,USA,Corpus Christi,0,false,Services,3990,300154,27.9,0.95,East,Mid Market,Services,Mid Market,$0 - $50M
Basic Energy Services,Total Accounts,1527,true,Basic Energy Services,1527,TX,76102,TX West,Texas Cluster #1,Texas,false,false,false,USA,Fort Worth,0,false,Energy / Utilities,3245,48657,1375,0.06,West,Mid Market,Energy,Mid Market,"$1,000 - $5,000M"
Basic American Foods,Total Accounts,1526,true,Basic American Foods,1526,CA,94596,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Walnut Creek,0,false,Consumer Products,3862,103067,173.2,0.94,South,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
Bashas' Inc,Total Accounts,1525,true,Bashas' Inc,1525,AZ,85248,AZ,Southwest Cluster #1,Southwest,false,false,false,USA,Chandler,0,false,Retail,682,76502,500,0.38,West,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
BASF US,Total Accounts,1524,true,BASF US,1524,NY,07940,NY,New York Cluster #1,New York,false,false,false,USA,Florham Park,0,false,Chemicals,2633,600322,19305,0.9,East,Key Accounts,Energy,Enterprise,"$15,000"
Barton Malow,Total Accounts,1523,true,Barton Malow,1523,MI,48034,MI,Rust Belt Cluster #2,Rust Belt,false,false,false,USA,Southfield,0,false,Services,3938,61369,1164,0.2,West,Mid Market,Services,Mid Market,"$1,000 - $5,000M"
Barton Healthcare,Total Accounts,1522,true,Barton Healthcare,1522,CA,96150,CA,Southwest Cluster #2,Southwest,false,false,false,USA,South Lake Tahoe,0,false,Hospitals / Health Care,3388,110464,134.4,0.54,South,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
Barton Associates,Total Accounts,1521,true,Barton Associates,1521,PA,17401,PA,NE Cluster #1,Northeast,false,false,false,USA,York,0,false,Services,1531,21040,7.5,0.2,West,Mid Market,Services,Mid Market,$0 - $50M
Bartlett Regional Hospital,Total Accounts,1520,true,Bartlett Regional Hospital,1520,AK,99801,AK,Southeast Cluster #1,Southeast,false,false,false,USA,Juneau,0,false,Hospitals / Health Care,4007,40679,0.16,0.96,South,Mid Market,Healthcare,Mid Market,$0 - $50M
Bartlett Nuclear,Total Accounts,1519,true,Bartlett Nuclear,1519,MA,02719,MA,NE Cluster #3,Northeast,false,false,false,USA,Plymouth,0,false,Professional Services,4096,57073,142.8,0.9,South,Enterprise,Services,Enterprise,"$100 - $1,000M"
Bartlett Cocke,Total Accounts,1518,true,Bartlett Cocke,1518,TX,78217,TX West,Texas Cluster #1,Texas,false,false,false,USA,San Antonio,0,false,Services,2978,71518,150,0.48,West,Enterprise,Services,Enterprise,"$100 - $1,000M"
Bartlett and Company,Total Accounts,1517,true,Bartlett and Company,1517,MO,64112,MO,Plains Cluster #1,Plains,false,false,false,USA,Kansas City,0,false,Manufacturing - Durables,2214,84163,2040,0.32,North,Enterprise,Manufacturing,Enterprise,"$1,000 - $5,000M"
Bartell Hotels,Total Accounts,1516,true,Bartell Hotels,1516,CA,92106,CA,Southwest Cluster #2,Southwest,false,false,false,USA,San Diego,0,false,Leisure,1936,71305,30,0.16,South,Mid Market,Consumer,Mid Market,$0 - $50M
Bartell Drugs,Total Accounts,1515,true,Bartell Drugs,1515,WA,98106,WA,Northwest Cluster #2,Northwest,false,false,false,USA,Seattle,0,false,Retail,2558,110288,213,0.55,West,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
Bartech Group,Total Accounts,1514,true,Bartech Group,1514,MI,48152,MI,Rust Belt Cluster #2,Rust Belt,false,false,false,USA,Livonia,0,false,Professional Services,3762,25570,500,0.14,South,Mid Market,Services,Mid Market,"$100 - $1,000M"
Bart & Associates,Total Accounts,1513,true,Bart & Associates,1513,VA,22102,VA,Mid-Atlantic Cluster #2,Mid-Atlantic,false,false,false,USA,Mc Lean,0,false,IT Services,822,193037,97,0.89,South,Mid Market,Technology,Mid Market,$50 - $100M
Barry-Wehmiller,Total Accounts,1512,true,Barry-Wehmiller,1512,MO,63105,MO,Plains Cluster #1,Plains,false,false,false,USA,St. Louis,0,false,Manufacturing - Durables,3154,62903,1333,0.82,South,Enterprise,Manufacturing,Enterprise,"$1,000 - $5,000M"
Barrett Hospital & HealthCare,Total Accounts,1511,true,Barrett Hospital & HealthCare,1511,MT,59725,MT,Northwest Cluster #2,Northwest,false,false,false,USA,Dillon,0,false,Hospitals / Health Care,3975,36529,25,0.1,East,Mid Market,Healthcare,Mid Market,$0 - $50M
Barrett Distribution,Total Accounts,1510,true,Barrett Distribution,1510,MA,02038,MA,NE Cluster #3,Northeast,false,false,false,USA,Franklin,0,false,Logistics / Transportation,1144,49680,10.5,0.08,East,Mid Market,Services,Mid Market,$0 - $50M
Barrett Daffin Frappier Turner & Engel,Total Accounts,1509,true,Barrett Daffin Frappier Turner & Engel,1509,TX,75001,TX West,Texas Cluster #1,Texas,false,false,false,USA,Addison,0,false,Legal Services,4000,112637,25.1,0.28,East,Mid Market,Services,Mid Market,$0 - $50M
Barrett Business Services,Total Accounts,1508,true,Barrett Business Services,1508,OR,98662,OR,Northwest Cluster #2,Northwest,false,false,false,USA,Vancouver,0,false,Professional Services,1948,90213,532.8,0.7,West,Enterprise,Services,Enterprise,"$100 - $1,000M"
Barr and Barr Inc.,Total Accounts,1507,true,Barr and Barr Inc.,1507,NY,10001,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Services,2613,88109,40.8,0.5,West,Mid Market,Services,Mid Market,$0 - $50M
Barona Valley Ranch Resort and Casino,Total Accounts,1506,true,Barona Valley Ranch Resort and Casino,1506,CA,92040,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Lakeside,0,false,Leisure,2696,98273,187,0.33,East,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
Baron Capital,Total Accounts,1505,true,Baron Capital,1505,NY,10153,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Insurance,4788,100991,23.8,0.9,West,Mid Market,Insurance,Mid Market,$0 - $50M
Baron & Budd,Total Accounts,1504,true,Baron & Budd,1504,TX,75219,TX West,Texas Cluster #1,Texas,false,false,false,USA,Dallas,0,false,Legal Services,2188,76357,31.6,0.33,South,Mid Market,Services,Mid Market,$0 - $50M
Barnum Financial Group,Total Accounts,1503,true,Barnum Financial Group,1503,CT,06484,CT,NE Cluster #2,Northeast,false,false,false,USA,Shelton,0,false,Financial Services,4738,112677,97,0.55,North,Mid Market,Finance,Mid Market,$50 - $100M
Barnie's Coffee & Tea Company,Total Accounts,1502,true,Barnie's Coffee & Tea Company,1502,FL,32814,FL,Southeast Cluster #1,Southeast,false,false,false,USA,Orlando,0,false,Consumer Products,1933,104605,49.1,0.69,East,Mid Market,Consumer,Mid Market,$0 - $50M
Barnhill Contracting Company,Total Accounts,1501,true,Barnhill Contracting Company,1501,NC,27886,NC,Atlantic Coast Cluster #2,Atlantic Coast,false,false,false,USA,Tarboro,0,false,Services,2779,106576,88.7,0.94,South,Mid Market,Services,Mid Market,$50 - $100M
Barneys New York,Total Accounts,1500,true,Barneys New York,1500,NY,10017,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Retail,3907,122957,500,0.11,East,Mid Market,Consumer,Mid Market,"$100 - $1,000M"
Barnesville Hospital Association,Total Accounts,1499,true,Barnesville Hospital Association,1499,OH,43713,OH,Midwest Cluster #2,Midwest,false,false,false,USA,Barnesville,0,false,Hospitals / Health Care,3526,54209,23.6,0.07,South,Mid Market,Healthcare,Mid Market,$0 - $50M
Barnes-Kasson County Hospital,Total Accounts,1498,true,Barnes-Kasson County Hospital,1498,PA,18847,PA,NE Cluster #1,Northeast,false,false,false,USA,Susquehanna,0,false,Hospitals / Health Care,1921,232690,22.43,0.99,East,Mid Market,Healthcare,Mid Market,$0 - $50M
Barnes Group,Total Accounts,1497,true,Barnes Group,1497,CT,06010,CT,NE Cluster #2,Northeast,false,false,false,USA,Bristol,0,false,Manufacturing - Durables,213,154087,1230,0.52,West,Mid Market,Manufacturing,Mid Market,"$1,000 - $5,000M"
Barnes & Thornburg,Total Accounts,1496,true,Barnes & Thornburg,1496,IN,46204,IN,Midwest Cluster #1,Midwest,false,false,false,USA,Indianapolis,0,false,Legal Services,1790,133132,241.5,0.29,South,Enterprise,Services,Enterprise,"$100 - $1,000M"
Barnes & Noble,Total Accounts,1495,true,Barnes & Noble,1495,NY,10011,NY,New York Cluster #1,New York,false,false,false,USA,New York,381,true,Retail,3186,86063,6839,0.19,South,Mid Market,Consumer,Mid Market,"$5,000 - $15,000M"
Barnard Construction Company,Total Accounts,1494,true,Barnard Construction Company,1494,MT,59715,MT,Northwest Cluster #2,Northwest,false,false,false,USA,Bozeman,0,false,Services,1152,81302,210,0.4,North,Enterprise,Services,Enterprise,"$100 - $1,000M"
Barnard College,Total Accounts,1493,true,Barnard College,1493,NY,10027,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Higher Education,1223,86501,157.3,0.32,West,Enterprise,Education,Enterprise,"$100 - $1,000M"
Barnabas Health,Total Accounts,1492,true,Barnabas Health,1492,NY,07052,NY,New York Cluster #1,New York,false,false,false,USA,West Orange,0,false,Hospitals / Health Care,3507,704635,2009,0.64,South,Enterprise,Healthcare,Enterprise,"$1,000 - $5,000M"
Barmuda Corporation,Total Accounts,1491,true,Barmuda Corporation,1491,IA,50613,IA,Plains Cluster #2,Plains,false,false,false,USA,Cedar Falls,0,false,Services,2011,127587,11.8,0.76,North,Mid Market,Services,Mid Market,$0 - $50M
Barlow Respiratory Hospital,Total Accounts,1490,true,Barlow Respiratory Hospital,1490,CA,90026,CA,Southwest Cluster #2,Southwest,false,false,false,USA,Los Angeles,0,false,Hospitals / Health Care,783,157029,22.3,0.92,North,Mid Market,Healthcare,Mid Market,$0 - $50M
Barghausen Engineers,Total Accounts,1489,true,Barghausen Engineers,1489,WA,98032,WA,Northwest Cluster #2,Northwest,false,false,false,USA,Kent,0,false,Services,1560,106328,10.9,0.73,North,Mid Market,Services,Mid Market,$0 - $50M
Barfield Murphy Shank & Smith,Total Accounts,1488,true,Barfield Murphy Shank & Smith,1488,AL,35244,AL,Southeast Cluster #1,Southeast,false,false,false,USA,Birmingham,0,false,Professional Services,3879,89847,1.1,0.86,South,Mid Market,Services,Mid Market,$0 - $50M
Bare Necessities,Total Accounts,1487,true,Bare Necessities,1487,NJ,08840,NY,New York Cluster #1,New York,false,false,false,USA,Edison,0,false,Retail,4928,157849,66,0.5,South,Key Accounts,Consumer,Enterprise,$50 - $100M
Bare Escentuals,Total Accounts,1486,true,Bare Escentuals,1486,CA,94105,CA,Southwest Cluster #2,Southwest,false,false,false,USA,San Francisco,0,false,Consumer Products,3319,446344,557,0.7,North,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
Bard College at Simon's Rock,Total Accounts,1485,true,Bard College at Simon's Rock,1485,MA,01230,MA,NE Cluster #3,Northeast,false,false,false,USA,Great Barrington,0,false,Higher Education,4699,63938,13.1,0.16,North,Mid Market,Education,Mid Market,$0 - $50M
Barco Products,Total Accounts,1484,true,Barco Products,1484,IL,60601,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Batavia,0,false,Consumer Products,1862,58709,7.8,0.82,West,Mid Market,Consumer,Mid Market,$0 - $50M
Barclays,Total Accounts,1483,true,Barclays,1483,NY,10166,NY,New York Cluster #1,New York,false,false,false,USA,New York,0,false,Financial Services,2232,148902,62940,0.85,North,Key Accounts,Finance,Enterprise,"$15,000"
Barclaycard US,Total Accounts,1482,true,Barclaycard US,1482,DE,19801,DE,Mid-Atlantic Cluster #1,Mid-Atlantic,false,false,false,USA,Wilmington,0,false,Financial Services,2168,174534,510,0.6,East,Enterprise,Finance,Enterprise,"$100 - $1,000M"
Barber National Institute,Total Accounts,1481,true,Barber National Institute,1481,PA,16507,PA,NE Cluster #1,Northeast,false,false,false,USA,Erie,0,false,Hospitals / Health Care,1118,133554,66.83,0.33,East,Mid Market,Healthcare,Mid Market,$50 - $100M
Barbara Ann Karmanos Cancer Institute,Total Accounts,1480,true,Barbara Ann Karmanos Cancer Institute,1480,MI,48201,MI,Rust Belt Cluster #2,Rust Belt,false,false,false,USA,Detroit,0,false,Hospitals / Health Care,1053,88138,24.63,0.84,West,Mid Market,Healthcare,Mid Market,$0 - $50M
Baraga County Memorial Hospital,Total Accounts,1479,true,Baraga County Memorial Hospital,1479,MI,49946,MI,Rust Belt Cluster #2,Rust Belt,false,false,false,USA,L'Anse,0,false,Hospitals / Health Care,320,26666,23.14,0.05,West,Mid Market,Healthcare,Mid Market,$0 - $50M
Barack Ferrazzano Kirschbaum Perlman & Nagelberg,Total Accounts,1478,true,Barack Ferrazzano Kirschbaum Perlman & Nagelberg,1478,IL,60606,IL,Midwest Cluster #1,Midwest,false,false,false,USA,Chicago,0,false,Legal Services,1690,67506,21,0.14,South,Mid Market,Services,Mid Market,$0 - $50M
Bar-S Foods,Total Accounts,1477,true,Bar-S Foods,1477,AZ,85018,AZ,Southwest Cluster #1,Southwest,false,false,false,USA,Phoenix,0,false,Consumer Products,3516,339576,586,0.28,South,Enterprise,Consumer,Enterprise,"$100 - $1,000M"
Bar Harbor Bank,Total Accounts,1476,true,Bar Harbor Bank,1476,ME,04609,ME,NE Cluster #1,Northeast,false,false,false,USA,Bar Harbor,0,false,Banking,2643,46465,58.32,0.12,East,Mid Market,Banking,Mid Market,$50 - $100M
Baptist Memorial Health Care,Total Accounts,1475,true,Baptist Memorial Health Care,1475,TN,38120,TN,Rust Belt Cluster #1,Rust Belt,false,false,false,USA,Memphis,0,false,Hospitals / Health Care,2541,106132,136.2,0.38,West,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
Baptist Hospitals of Southeast Texas,Total Accounts,1474,true,Baptist Hospitals of Southeast Texas,1474,TX,77701,TX West,Texas Cluster #1,Texas,false,false,false,USA,Beaumont,0,false,Hospitals / Health Care,2611,113494,234.8,0.93,South,Enterprise,Healthcare,Enterprise,"$100 - $1,000M"
Baptist Healthcare System,Total Accounts,1473,true,Baptist Healthcare System,1473,KY,40207,KY,Rust Belt Cluster #1,Rust Belt,false,false,false,USA,Louisville,0,false,Hospitals / Health Care,4885,19580,4175,0.04,West,Mid Market,Healthcare,Mid Market,"$1,000 - $5,000M"
