,Parent,Code,Zips,Zips Item,SubTerritory,Patch,Territory Parent,Parent Reassign,ParentCode
68501,NE,68501,68501,68501,West,Cold,NE,NE,US-NE
68503,NE,68503,68503,68503,West,Cold,NE,NE,US-NE
68508,NE,68508,68508,68508,South,Cold,NE,NE,US-NE
68510,NE,68510,68510,68510,North,Cold,NE,NE,US-NE
68702,NE,68702,68702,68702,East,Cold,NE,NE,US-NE
69145,NE,69145,69145,69145,East,Cold,NE,NE,US-NE
69160,NE,69160,69160,69160,North,Cold,NE,NE,US-NE
69162,NE,69162,69162,69162,South,Cold,NE,NE,US-NE
69301,NE,69301,69301,69301,East,Cold,NE,NE,US-NE
69337,NE,69337,69337,69337,West,Cold,NE,NE,US-NE
69341,NE,69341,69341,69341,North,Cold,NE,NE,US-NE
69361,NE,69361,69361,69361,South,Cold,NE,NE,US-NE
NE,Plains Cluster #1,US-NE,,,,,,,
Plains Cluster #1,Plains,,,,,,,,
50009,IA,50009,50009,50009,North,Cold,IA,IA,US-IA
50010,IA,50010,50010,50010,South,Cold,IA,IA,US-IA
50011,IA,50011,50011,50011,South,Cold,IA,IA,US-IA
50021,IA,50021,50021,50021,West,Cold,IA,IA,US-IA
50036,IA,50036,50036,50036,North,Cold,IA,IA,US-IA
50111,IA,50111,50111,50111,South,Cold,IA,IA,US-IA
50112,IA,50112,50112,50112,East,Cold,IA,IA,US-IA
50124,IA,50124,50124,50124,North,Cold,IA,IA,US-IA
50126,IA,50126,50126,50126,South,Cold,IA,IA,US-IA
50131,IA,50131,50131,50131,East,Cold,IA,IA,US-IA
50138,IA,50138,50138,50138,East,Cold,IA,IA,US-IA
50158,IA,50158,50158,50158,West,Cold,IA,IA,US-IA
50208,IA,50208,50208,50208,South,Cold,IA,IA,US-IA
50219,IA,50219,50219,50219,West,Cold,IA,IA,US-IA
50265,IA,50265,50265,50265,East,Cold,IA,IA,US-IA
50266,IA,50266,50266,50266,West,Hot,IA,IA,US-IA
50306,IA,50306,50306,50306,North,Cold,IA,IA,US-IA
50309,IA,50309,50309,50309,South,Warm,IA,IA,US-IA
50310,IA,50310,50310,50310,South,Cold,IA,IA,US-IA
50311,IA,50311,50311,50311,East,Cold,IA,IA,US-IA
50313,IA,50313,50313,50313,West,Cold,IA,IA,US-IA
50314,IA,50314,50314,50314,South,Cold,IA,IA,US-IA
50315,IA,50315,50315,50315,East,Cold,IA,IA,US-IA
50317,IA,50317,50317,50317,West,Cold,IA,IA,US-IA
50319,IA,50319,50319,50319,South,Cold,IA,IA,US-IA
50321,IA,50321,50321,50321,East,Cold,IA,IA,US-IA
50322,IA,50322,50322,50322,North,Cold,IA,IA,US-IA
50325,IA,50325,50325,50325,South,Cold,IA,IA,US-IA
50392,IA,50392,50392,50392,East,Cold,IA,IA,US-IA
50401,IA,50401,50401,50401,West,Cold,IA,IA,US-IA
50428,IA,50428,50428,50428,East,Cold,IA,IA,US-IA
50436,IA,50436,50436,50436,West,Cold,IA,IA,US-IA
50441,IA,50441,50441,50441,North,Cold,IA,IA,US-IA
50501,IA,50501,50501,50501,East,Cold,IA,IA,US-IA
50525,IA,50525,50525,50525,West,Cold,IA,IA,US-IA
50588,IA,50588,50588,50588,North,Cold,IA,IA,US-IA
50613,IA,50613,50613,50613,West,Cold,IA,IA,US-IA
50627,IA,50627,50627,50627,South,Cold,IA,IA,US-IA
50644,IA,50644,50644,50644,East,Cold,IA,IA,US-IA
50701,IA,50701,50701,50701,West,Cold,IA,IA,US-IA
50702,IA,50702,50702,50702,North,Cold,IA,IA,US-IA
51025,IA,51025,51025,51025,South,Cold,IA,IA,US-IA
51031,IA,51031,51031,51031,East,Cold,IA,IA,US-IA
51040,IA,51040,51040,51040,West,Cold,IA,IA,US-IA
51041,IA,51041,51041,51041,North,Cold,IA,IA,US-IA
51101,IA,51101,51101,51101,East,Cold,IA,IA,US-IA
51102,IA,51102,51102,51102,North,Cold,IA,IA,US-IA
51105,IA,51105,51105,51105,South,Cold,IA,IA,US-IA
51106,IA,51106,51106,51106,East,Cold,IA,IA,US-IA
51111,IA,51111,51111,51111,North,Cold,IA,IA,US-IA
51201,IA,51201,51201,51201,South,Cold,IA,IA,US-IA
51301,IA,51301,51301,51301,East,Cold,IA,IA,US-IA
51401,IA,51401,51401,51401,West,Cold,IA,IA,US-IA
51632,IA,51632,51632,51632,South,Cold,IA,IA,US-IA
52101,IA,52101,52101,52101,North,Cold,IA,IA,US-IA
52136,IA,52136,52136,52136,South,Cold,IA,IA,US-IA
52205,IA,52205,52205,52205,East,Cold,IA,IA,US-IA
52211,IA,52211,52211,52211,West,Cold,IA,IA,US-IA
52235,IA,52235,52235,52235,North,Cold,IA,IA,US-IA
52241,IA,52241,52241,52241,South,Cold,IA,IA,US-IA
52242,IA,52242,52242,52242,East,Cold,IA,IA,US-IA
52243,IA,52243,52243,52243,South,Cold,IA,IA,US-IA
52317,IA,52317,52317,52317,West,Cold,IA,IA,US-IA
52349,IA,52349,52349,52349,North,Cold,IA,IA,US-IA
52401,IA,52401,52401,52401,West,Cold,IA,IA,US-IA
52403,IA,52403,52403,52403,South,Cold,IA,IA,US-IA
52404,IA,52404,52404,52404,North,Cold,IA,IA,US-IA
52406,IA,52406,52406,52406,East,Cold,IA,IA,US-IA
52407,IA,52407,52407,52407,West,Cold,IA,IA,US-IA
52498,IA,52498,52498,52498,North,Cold,IA,IA,US-IA
52499,IA,52499,52499,52499,South,Cold,IA,IA,US-IA
52577,IA,52577,52577,52577,East,Cold,IA,IA,US-IA
52627,IA,52627,52627,52627,North,Cold,IA,IA,US-IA
52632,IA,52632,52632,52632,East,Cold,IA,IA,US-IA
52655,IA,52655,52655,52655,North,Cold,IA,IA,US-IA
52732,IA,52732,52732,52732,East,Cold,IA,IA,US-IA
57049,IA,57049,57049,57049,East,Cold,IA,IA,US-IA
IA,Plains Cluster #2,US-IA,,,,,,,
82901,UT,82901,82901,82901,West,Cold,UT,UT,US-UT
82930,UT,82930,82930,82930,North,Cold,UT,UT,US-UT
84003,UT,84003,84003,84003,West,Cold,UT,UT,US-UT
84010,UT,84010,84010,84010,South,Cold,UT,UT,US-UT
84014,UT,84014,84014,84014,East,Cold,UT,UT,US-UT
84016,UT,84016,84016,84016,West,Cold,UT,UT,US-UT
84020,UT,84020,84020,84020,North,Cold,UT,UT,US-UT
84021,UT,84021,84021,84021,East,Cold,UT,UT,US-UT
84025,UT,84025,84025,84025,West,Cold,UT,UT,US-UT
84042,UT,84042,84042,84042,North,Cold,UT,UT,US-UT
84043,UT,84043,84043,84043,East,Warm,UT,UT,US-UT
84047,UT,84047,84047,84047,North,Cold,UT,UT,US-UT
84054,UT,84054,84054,84054,North,Cold,UT,UT,US-UT
84057,UT,84057,84057,84057,West,Cold,UT,UT,US-UT
84058,UT,84058,84058,84058,East,Cold,UT,UT,US-UT
84060,UT,84060,84060,84060,West,Cold,UT,UT,US-UT
84062,UT,84062,84062,84062,East,Cold,UT,UT,US-UT
84065,UT,84065,84065,84065,West,Cold,UT,UT,US-UT
84066,UT,84066,84066,84066,North,Cold,UT,UT,US-UT
84070,UT,84070,84070,84070,South,Cold,UT,UT,US-UT
84084,UT,84084,84084,84084,North,Cold,UT,UT,US-UT
84092,UT,84092,84092,84092,East,Cold,UT,UT,US-UT
84093,UT,84093,84093,84093,North,Cold,UT,UT,US-UT
84094,UT,84094,84094,84094,South,Cold,UT,UT,US-UT
84095,UT,84095,84095,84095,East,Cold,UT,UT,US-UT
84097,UT,84097,84097,84097,West,Cold,UT,UT,US-UT
84098,UT,84098,84098,84098,North,Cold,UT,UT,US-UT
84101,UT,84101,84101,84101,East,Cold,UT,UT,US-UT
84102,UT,84102,84102,84102,West,Cold,UT,UT,US-UT
84103,UT,84103,84103,84103,South,Cold,UT,UT,US-UT
84104,UT,84104,84104,84104,West,Cold,UT,UT,US-UT
84107,UT,84107,84107,84107,East,Cold,UT,UT,US-UT
84108,UT,84108,84108,84108,South,Cold,UT,UT,US-UT
84109,UT,84109,84109,84109,West,Cold,UT,UT,US-UT
84111,UT,84111,84111,84111,South,Warm,UT,UT,US-UT
84112,UT,84112,84112,84112,South,Cold,UT,UT,US-UT
84115,UT,84115,84115,84115,East,Cold,UT,UT,US-UT
84116,UT,84116,84116,84116,North,Cold,UT,UT,US-UT
84118,UT,84118,84118,84118,West,Cold,UT,UT,US-UT
84119,UT,84119,84119,84119,North,Cold,UT,UT,US-UT
84120,UT,84120,84120,84120,East,Warm,UT,UT,US-UT
84121,UT,84121,84121,84121,North,Warm,UT,UT,US-UT
84123,UT,84123,84123,84123,West,Cold,UT,UT,US-UT
84125,UT,84125,84125,84125,South,Cold,UT,UT,US-UT
84130,UT,84130,84130,84130,East,Cold,UT,UT,US-UT
84132,UT,84132,84132,84132,West,Cold,UT,UT,US-UT
84133,UT,84133,84133,84133,North,Cold,UT,UT,US-UT
84145,UT,84145,84145,84145,South,Cold,UT,UT,US-UT
84171,UT,84171,84171,84171,East,Cold,UT,UT,US-UT
84321,UT,84321,84321,84321,West,Cold,UT,UT,US-UT
84322,UT,84322,84322,84322,East,Cold,UT,UT,US-UT
84401,UT,84401,84401,84401,West,Cold,UT,UT,US-UT
84403,UT,84403,84403,84403,North,Cold,UT,UT,US-UT
84404,UT,84404,84404,84404,South,Cold,UT,UT,US-UT
84405,UT,84405,84405,84405,East,Cold,UT,UT,US-UT
84408,UT,84408,84408,84408,West,Cold,UT,UT,US-UT
84601,UT,84601,84601,84601,North,Cold,UT,UT,US-UT
84602,UT,84602,84602,84602,South,Cold,UT,UT,US-UT
84604,UT,84604,84604,84604,East,Cold,UT,UT,US-UT
84627,UT,84627,84627,84627,East,Cold,UT,UT,US-UT
84663,UT,84663,84663,84663,West,Cold,UT,UT,US-UT
84720,UT,84720,84720,84720,South,Cold,UT,UT,US-UT
84770,UT,84770,84770,84770,West,Cold,UT,UT,US-UT
84790,UT,84790,84790,84790,North,Cold,UT,UT,US-UT
UT,Plains Cluster #2,US-UT,,,,,,,
66045,KS,66045,66045,66045,West,Cold,KS,KS,US-KS
66506,KS,66506,66506,66506,South,Cold,KS,KS,US-KS
66603,KS,66603,66603,66603,West,Cold,KS,KS,US-KS
66611,KS,66611,66611,66611,South,Cold,KS,KS,US-KS
66612,KS,66612,66612,66612,East,Cold,KS,KS,US-KS
66629,KS,66629,66629,66629,North,Cold,KS,KS,US-KS
66636,KS,66636,66636,66636,South,Cold,KS,KS,US-KS
67202,KS,67202,67202,67202,West,Cold,KS,KS,US-KS
67218,KS,67218,67218,67218,North,Cold,KS,KS,US-KS
KS,Plains Cluster #2,US-KS,,,,,,,
Plains Cluster #2,Plains,,,,,,,,
Plains,US Central,S09,,,,,,,
US Central,USA,R03,,,,,,,
85003,AZ,85003,85003,85003,South,Cold,AZ,AZ,US-AZ
85004,AZ,85004,85004,85004,East,Hot,AZ,AZ,US-AZ
85006,AZ,85006,85006,85006,East,Cold,AZ,AZ,US-AZ
85007,AZ,85007,85007,85007,West,Cold,AZ,AZ,US-AZ
85008,AZ,85008,85008,85008,North,Cold,AZ,AZ,US-AZ
85012,AZ,85012,85012,85012,West,Cold,AZ,AZ,US-AZ
85013,AZ,85013,85013,85013,East,Cold,AZ,AZ,US-AZ
85014,AZ,85014,85014,85014,West,Cold,AZ,AZ,US-AZ
85015,AZ,85015,85015,85015,South,Cold,AZ,AZ,US-AZ
85016,AZ,85016,85016,85016,East,Cold,AZ,AZ,US-AZ
85017,AZ,85017,85017,85017,East,Cold,AZ,AZ,US-AZ
85018,AZ,85018,85018,85018,West,Cold,AZ,AZ,US-AZ
85019,AZ,85019,85019,85019,East,Cold,AZ,AZ,US-AZ
85021,AZ,85021,85021,85021,West,Cold,AZ,AZ,US-AZ
85027,AZ,85027,85027,85027,South,Cold,AZ,AZ,US-AZ
85028,AZ,85028,85028,85028,North,Cold,AZ,AZ,US-AZ
85029,AZ,85029,85029,85029,South,Cold,AZ,AZ,US-AZ
85034,AZ,85034,85034,85034,East,Warm,AZ,AZ,US-AZ
85040,AZ,85040,85040,85040,North,Cold,AZ,AZ,US-AZ
85043,AZ,85043,85043,85043,West,Cold,AZ,AZ,US-AZ
85044,AZ,85044,85044,85044,South,Cold,AZ,AZ,US-AZ
85050,AZ,85050,85050,85050,East,Cold,AZ,AZ,US-AZ
85053,AZ,85053,85053,85053,West,Cold,AZ,AZ,US-AZ
85054,AZ,85054,85054,85054,North,Cold,AZ,AZ,US-AZ
85072,AZ,85072,85072,85072,East,Cold,AZ,AZ,US-AZ
85122,AZ,85122,85122,85122,West,Cold,AZ,AZ,US-AZ
85138,AZ,85138,85138,85138,North,Cold,AZ,AZ,US-AZ
85201,AZ,85201,85201,85201,South,Cold,AZ,AZ,US-AZ
85203,AZ,85203,85203,85203,East,Cold,AZ,AZ,US-AZ
85207,AZ,85207,85207,85207,West,Cold,AZ,AZ,US-AZ
85210,AZ,85210,85210,85210,North,Cold,AZ,AZ,US-AZ
85224,AZ,85224,85224,85224,South,Cold,AZ,AZ,US-AZ
85225,AZ,85225,85225,85225,East,Cold,AZ,AZ,US-AZ
85226,AZ,85226,85226,85226,North,Cold,AZ,AZ,US-AZ
85233,AZ,85233,85233,85233,South,Cold,AZ,AZ,US-AZ
85248,AZ,85248,85248,85248,East,Cold,AZ,AZ,US-AZ
85250,AZ,85250,85250,85250,North,Cold,AZ,AZ,US-AZ
85251,AZ,85251,85251,85251,South,Cold,AZ,AZ,US-AZ
85253,AZ,85253,85253,85253,West,Cold,AZ,AZ,US-AZ
85254,AZ,85254,85254,85254,East,Cold,AZ,AZ,US-AZ
85255,AZ,85255,85255,85255,North,Cold,AZ,AZ,US-AZ
85257,AZ,85257,85257,85257,North,Cold,AZ,AZ,US-AZ
85258,AZ,85258,85258,85258,West,Cold,AZ,AZ,US-AZ
85260,AZ,85260,85260,85260,North,Hot,AZ,AZ,US-AZ
85264,AZ,85264,85264,85264,North,Cold,AZ,AZ,US-AZ
85269,AZ,85269,85269,85269,South,Cold,AZ,AZ,US-AZ
85281,AZ,85281,85281,85281,East,Warm,AZ,AZ,US-AZ
85282,AZ,85282,85282,85282,West,Cold,AZ,AZ,US-AZ
85283,AZ,85283,85283,85283,South,Cold,AZ,AZ,US-AZ
85284,AZ,85284,85284,85284,West,Cold,AZ,AZ,US-AZ
85286,AZ,85286,85286,85286,South,Cold,AZ,AZ,US-AZ
85295,AZ,85295,85295,85295,West,Cold,AZ,AZ,US-AZ
85298,AZ,85298,85298,85298,North,Cold,AZ,AZ,US-AZ
85302,AZ,85302,85302,85302,South,Cold,AZ,AZ,US-AZ
85305,AZ,85305,85305,85305,East,Cold,AZ,AZ,US-AZ
85345,AZ,85345,85345,85345,West,Cold,AZ,AZ,US-AZ
85353,AZ,85353,85353,85353,North,Cold,AZ,AZ,US-AZ
85364,AZ,85364,85364,85364,East,Cold,AZ,AZ,US-AZ
85365,AZ,85365,85365,85365,North,Cold,AZ,AZ,US-AZ
85390,AZ,85390,85390,85390,South,Cold,AZ,AZ,US-AZ
85546,AZ,85546,85546,85546,West,Cold,AZ,AZ,US-AZ
85614,AZ,85614,85614,85614,North,Cold,AZ,AZ,US-AZ
85635,AZ,85635,85635,85635,South,Cold,AZ,AZ,US-AZ
85701,AZ,85701,85701,85701,East,Cold,AZ,AZ,US-AZ
85704,AZ,85704,85704,85704,South,Cold,AZ,AZ,US-AZ
85705,AZ,85705,85705,85705,West,Cold,AZ,AZ,US-AZ
85706,AZ,85706,85706,85706,East,Cold,AZ,AZ,US-AZ
85709,AZ,85709,85709,85709,West,Cold,AZ,AZ,US-AZ
85711,AZ,85711,85711,85711,North,Cold,AZ,AZ,US-AZ
85712,AZ,85712,85712,85712,South,Cold,AZ,AZ,US-AZ
85713,AZ,85713,85713,85713,East,Cold,AZ,AZ,US-AZ
85714,AZ,85714,85714,85714,West,Cold,AZ,AZ,US-AZ
85716,AZ,85716,85716,85716,South,Cold,AZ,AZ,US-AZ
85719,AZ,85719,85719,85719,East,Cold,AZ,AZ,US-AZ
85721,AZ,85721,85721,85721,West,Cold,AZ,AZ,US-AZ
85745,AZ,85745,85745,85745,North,Cold,AZ,AZ,US-AZ
85756,AZ,85756,85756,85756,East,Cold,AZ,AZ,US-AZ
85901,AZ,85901,85901,85901,West,Cold,AZ,AZ,US-AZ
85938,AZ,85938,85938,85938,North,Cold,AZ,AZ,US-AZ
86001,AZ,86001,86001,86001,South,Cold,AZ,AZ,US-AZ
86011,AZ,86011,86011,86011,East,Cold,AZ,AZ,US-AZ
86045,AZ,86045,86045,86045,West,Cold,AZ,AZ,US-AZ
86047,AZ,86047,86047,86047,North,Cold,AZ,AZ,US-AZ
86301,AZ,86301,86301,86301,South,Cold,AZ,AZ,US-AZ
86336,AZ,86336,86336,86336,East,Cold,AZ,AZ,US-AZ
86403,AZ,86403,86403,86403,West,Cold,AZ,AZ,US-AZ
86409,AZ,86409,86409,86409,North,Cold,AZ,AZ,US-AZ
AZ,Southwest Cluster #1,US-AZ,,,,,,,
87002,NM,87002,87002,87002,South,Cold,NM,NM,US-NM
87020,NM,87020,87020,87020,East,Cold,NM,NM,US-NM
87102,NM,87102,87102,87102,West,Cold,NM,NM,US-NM
87105,NM,87105,87105,87105,North,Cold,NM,NM,US-NM
87106,NM,87106,87106,87106,South,Cold,NM,NM,US-NM
87107,NM,87107,87107,87107,East,Cold,NM,NM,US-NM
87108,NM,87108,87108,87108,West,Cold,NM,NM,US-NM
87109,NM,87109,87109,87109,North,Cold,NM,NM,US-NM
87110,NM,87110,87110,87110,North,Cold,NM,NM,US-NM
87112,NM,87112,87112,87112,West,Cold,NM,NM,US-NM
87121,NM,87121,87121,87121,North,Cold,NM,NM,US-NM
87123,NM,87123,87123,87123,South,Cold,NM,NM,US-NM
87124,NM,87124,87124,87124,West,Cold,NM,NM,US-NM
87131,NM,87131,87131,87131,North,Cold,NM,NM,US-NM
87158,NM,87158,87158,87158,East,Cold,NM,NM,US-NM
87184,NM,87184,87184,87184,West,Cold,NM,NM,US-NM
87410,NM,87410,87410,87410,North,Cold,NM,NM,US-NM
87420,NM,87420,87420,87420,South,Cold,NM,NM,US-NM
87507,NM,87507,87507,87507,East,Cold,NM,NM,US-NM
87532,NM,87532,87532,87532,West,Cold,NM,NM,US-NM
87545,NM,87545,87545,87545,North,Cold,NM,NM,US-NM
87571,NM,87571,87571,87571,South,Cold,NM,NM,US-NM
87710,NM,87710,87710,87710,East,Cold,NM,NM,US-NM
88003,NM,88003,88003,88003,West,Cold,NM,NM,US-NM
88005,NM,88005,88005,88005,North,Cold,NM,NM,US-NM
88061,NM,88061,88061,88061,South,Cold,NM,NM,US-NM
88062,NM,88062,88062,88062,East,Cold,NM,NM,US-NM
88210,NM,88210,88210,88210,West,Cold,NM,NM,US-NM
88310,NM,88310,88310,88310,North,Cold,NM,NM,US-NM
88340,NM,88340,88340,88340,South,Cold,NM,NM,US-NM
NM,Southwest Cluster #1,US-NM,,,,,,,
89011,NV,89011,89011,89011,East,Cold,NV,NV,US-NV
89027,NV,89027,89027,89027,West,Cold,NV,NV,US-NV
89029,NV,89029,89029,89029,South,Cold,NV,NV,US-NV
89030,NV,89030,89030,89030,West,Cold,NV,NV,US-NV
89032,NV,89032,89032,89032,North,Cold,NV,NV,US-NV
89044,NV,89044,89044,89044,East,Cold,NV,NV,US-NV
89048,NV,89048,89048,89048,West,Cold,NV,NV,US-NV
89052,NV,89052,89052,89052,North,Cold,NV,NV,US-NV
89074,NV,89074,89074,89074,South,Cold,NV,NV,US-NV
89101,NV,89101,89101,89101,West,Cold,NV,NV,US-NV
89102,NV,89102,89102,89102,East,Cold,NV,NV,US-NV
89103,NV,89103,89103,89103,North,Cold,NV,NV,US-NV
89104,NV,89104,89104,89104,East,Cold,NV,NV,US-NV
89106,NV,89106,89106,89106,West,Cold,NV,NV,US-NV
89109,NV,89109,89109,89109,South,Cold,NV,NV,US-NV
89113,NV,89113,89113,89113,South,Cold,NV,NV,US-NV
89118,NV,89118,89118,89118,West,Cold,NV,NV,US-NV
89119,NV,89119,89119,89119,West,Cold,NV,NV,US-NV
89121,NV,89121,89121,89121,South,Cold,NV,NV,US-NV
89123,NV,89123,89123,89123,East,Cold,NV,NV,US-NV
89128,NV,89128,89128,89128,West,Cold,NV,NV,US-NV
89139,NV,89139,89139,89139,East,Cold,NV,NV,US-NV
89145,NV,89145,89145,89145,West,Cold,NV,NV,US-NV
89146,NV,89146,89146,89146,North,Cold,NV,NV,US-NV
89154,NV,89154,89154,89154,North,Cold,NV,NV,US-NV
89155,NV,89155,89155,89155,South,Cold,NV,NV,US-NV
89169,NV,89169,89169,89169,East,Cold,NV,NV,US-NV
89193,NV,89193,89193,89193,East,Cold,NV,NV,US-NV
89445,NV,89445,89445,89445,North,Cold,NV,NV,US-NV
89557,NV,89557,89557,89557,East,Cold,NV,NV,US-NV
NV,Southwest Cluster #1,US-NV,,,,,,,
Southwest Cluster #1,Southwest,,,,,,,,
89423,CA,89423,89423,89423,West,Cold,CA,CA,US-CA
89431,CA,89431,89431,89431,North,Cold,CA,CA,US-CA
89434,CA,89434,89434,89434,West,Cold,CA,CA,US-CA
89447,CA,89447,89447,89447,South,Cold,CA,CA,US-CA
89501,CA,89501,89501,89501,East,Cold,CA,CA,US-CA
89502,CA,89502,89502,89502,North,Cold,CA,CA,US-CA
89509,CA,89509,89509,89509,West,Cold,CA,CA,US-CA
89511,CA,89511,89511,89511,North,Cold,CA,CA,US-CA
89512,CA,89512,89512,89512,South,Cold,CA,CA,US-CA
89519,CA,89519,89519,89519,East,Cold,CA,CA,US-CA
89521,CA,89521,89521,89521,West,Cold,CA,CA,US-CA
89701,CA,89701,89701,89701,West,Cold,CA,CA,US-CA
89703,CA,89703,89703,89703,South,Cold,CA,CA,US-CA
90007,CA,90007,90007,90007,West,Cold,CA,CA,US-CA
90010,CA,90010,90010,90010,North,Warm,CA,CA,US-CA
90012,CA,90012,90012,90012,East,Cold,CA,CA,US-CA
90013,CA,90013,90013,90013,North,Cold,CA,CA,US-CA
90014,CA,90014,90014,90014,South,Cold,CA,CA,US-CA
90015,CA,90015,90015,90015,West,Cold,CA,CA,US-CA
90016,CA,90016,90016,90016,East,Cold,CA,CA,US-CA
90017,CA,90017,90017,90017,West,Warm,CA,CA,US-CA
90018,CA,90018,90018,90018,West,Cold,CA,CA,US-CA
90021,CA,90021,90021,90021,North,Cold,CA,CA,US-CA
90023,CA,90023,90023,90023,East,Cold,CA,CA,US-CA
90024,CA,90024,90024,90024,South,Cold,CA,CA,US-CA
90025,CA,90025,90025,90025,East,Warm,CA,CA,US-CA
90026,CA,90026,90026,90026,West,Cold,CA,CA,US-CA
90027,CA,90027,90027,90027,South,Cold,CA,CA,US-CA
90028,CA,90028,90028,90028,North,Cold,CA,CA,US-CA
90031,CA,90031,90031,90031,North,Cold,CA,CA,US-CA
90032,CA,90032,90032,90032,East,Cold,CA,CA,US-CA
90033,CA,90033,90033,90033,North,Cold,CA,CA,US-CA
90034,CA,90034,90034,90034,East,Cold,CA,CA,US-CA
90035,CA,90035,90035,90035,North,Cold,CA,CA,US-CA
90036,CA,90036,90036,90036,South,Cold,CA,CA,US-CA
90038,CA,90038,90038,90038,North,Cold,CA,CA,US-CA
90039,CA,90039,90039,90039,South,Cold,CA,CA,US-CA
90040,CA,90040,90040,90040,East,Cold,CA,CA,US-CA
90045,CA,90045,90045,90045,North,Cold,CA,CA,US-CA
90048,CA,90048,90048,90048,North,Cold,CA,CA,US-CA
90049,CA,90049,90049,90049,West,Cold,CA,CA,US-CA
90056,CA,90056,90056,90056,West,Cold,CA,CA,US-CA
90058,CA,90058,90058,90058,East,Cold,CA,CA,US-CA
90061,CA,90061,90061,90061,South,Cold,CA,CA,US-CA
90064,CA,90064,90064,90064,East,Warm,CA,CA,US-CA
90066,CA,90066,90066,90066,South,Cold,CA,CA,US-CA
90067,CA,90067,90067,90067,West,Warm,CA,CA,US-CA
90069,CA,90069,90069,90069,East,Cold,CA,CA,US-CA
90071,CA,90071,90071,90071,West,Warm,CA,CA,US-CA
90089,CA,90089,90089,90089,North,Cold,CA,CA,US-CA
90094,CA,90094,90094,90094,South,Cold,CA,CA,US-CA
90095,CA,90095,90095,90095,West,Cold,CA,CA,US-CA
90210,CA,90210,90210,90210,South,Cold,CA,CA,US-CA
90211,CA,90211,90211,90211,West,Cold,CA,CA,US-CA
90212,CA,90212,90212,90212,East,Cold,CA,CA,US-CA
90220,CA,90220,90220,90220,North,Cold,CA,CA,US-CA
90221,CA,90221,90221,90221,East,Cold,CA,CA,US-CA
90230,CA,90230,90230,90230,West,Cold,CA,CA,US-CA
90232,CA,90232,90232,90232,East,Cold,CA,CA,US-CA
90245,CA,90245,90245,90245,East,Hot,CA,CA,US-CA
90248,CA,90248,90248,90248,South,Cold,CA,CA,US-CA
90249,CA,90249,90249,90249,West,Cold,CA,CA,US-CA
90250,CA,90250,90250,90250,South,Cold,CA,CA,US-CA
90265,CA,90265,90265,90265,North,Cold,CA,CA,US-CA
90266,CA,90266,90266,90266,South,Cold,CA,CA,US-CA
90280,CA,90280,90280,90280,North,Cold,CA,CA,US-CA
90292,CA,90292,90292,90292,South,Cold,CA,CA,US-CA
90301,CA,90301,90301,90301,North,Cold,CA,CA,US-CA
90401,CA,90401,90401,90401,South,Cold,CA,CA,US-CA
90404,CA,90404,90404,90404,North,Hot,CA,CA,US-CA
90405,CA,90405,90405,90405,West,Cold,CA,CA,US-CA
90501,CA,90501,90501,90501,South,Cold,CA,CA,US-CA
90502,CA,90502,90502,90502,North,Cold,CA,CA,US-CA
90503,CA,90503,90503,90503,North,Cold,CA,CA,US-CA
90505,CA,90505,90505,90505,North,Cold,CA,CA,US-CA
90601,CA,90601,90601,90601,East,Cold,CA,CA,US-CA
90602,CA,90602,90602,90602,North,Cold,CA,CA,US-CA
90605,CA,90605,90605,90605,South,Cold,CA,CA,US-CA
90620,CA,90620,90620,90620,East,Cold,CA,CA,US-CA
90621,CA,90621,90621,90621,North,Cold,CA,CA,US-CA
90630,CA,90630,90630,90630,East,Warm,CA,CA,US-CA
90638,CA,90638,90638,90638,East,Cold,CA,CA,US-CA
90640,CA,90640,90640,90640,West,Cold,CA,CA,US-CA
90650,CA,90650,90650,90650,East,Cold,CA,CA,US-CA
90670,CA,90670,90670,90670,South,Cold,CA,CA,US-CA
90703,CA,90703,90703,90703,South,Cold,CA,CA,US-CA
90716,CA,90716,90716,90716,North,Cold,CA,CA,US-CA
90720,CA,90720,90720,90720,East,Cold,CA,CA,US-CA
90723,CA,90723,90723,90723,North,Cold,CA,CA,US-CA
90740,CA,90740,90740,90740,South,Cold,CA,CA,US-CA
90744,CA,90744,90744,90744,West,Cold,CA,CA,US-CA
90745,CA,90745,90745,90745,South,Cold,CA,CA,US-CA
90746,CA,90746,90746,90746,West,Cold,CA,CA,US-CA
90747,CA,90747,90747,90747,East,Cold,CA,CA,US-CA
90755,CA,90755,90755,90755,West,Cold,CA,CA,US-CA
90802,CA,90802,90802,90802,North,Cold,CA,CA,US-CA
90806,CA,90806,90806,90806,North,Cold,CA,CA,US-CA
90807,CA,90807,90807,90807,West,Cold,CA,CA,US-CA
90808,CA,90808,90808,90808,South,Cold,CA,CA,US-CA
90810,CA,90810,90810,90810,West,Cold,CA,CA,US-CA
90840,CA,90840,90840,90840,South,Cold,CA,CA,US-CA
90895,CA,90895,90895,90895,West,Cold,CA,CA,US-CA
91006,CA,91006,91006,91006,North,Cold,CA,CA,US-CA
91007,CA,91007,91007,91007,South,Cold,CA,CA,US-CA
91010,CA,91010,91010,91010,West,Cold,CA,CA,US-CA
91011,CA,91011,91011,91011,South,Cold,CA,CA,US-CA
91016,CA,91016,91016,91016,East,Cold,CA,CA,US-CA
